Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773237884,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1773237885,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1773237886,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1773237887,8,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2,2,2036.7455000523478,2042.4407500540838,2036.7455000523478,2048.1360000558197,0.0
1773237888,10,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4,4,2031.4847000408918,2037.6707500545308,2031.4847000408918,2048.1360000558197,0.0
1773237889,10,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,6,2031.4847000408918,2035.7071000228946,2031.4847000408918,2048.1360000558197,0.0
1773237890,10,,Aggregated,0.666667,0.666667,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,9,9,2017.7429001778364,2032.282022267787,2017.7429001778364,2048.1360000558197,0.0
1773237891,10,,Aggregated,1.200000,1.200000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,14,14,2016.677499981597,2032.8362071554043,2016.677499981597,2061.303999973461,0.0
1773237892,10,,Aggregated,1.200000,1.200000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,16,16,2016.677499981597,2032.8052437544102,2016.677499981597,2061.303999973461,0.0
1773237893,10,,Aggregated,1.857143,1.857143,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,17,17,2016.677499981597,2032.860082355054,2016.677499981597,2061.303999973461,0.0
1773237894,10,,Aggregated,2.000000,2.000000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,22,22,2016.677499981597,2032.7811909162185,2016.677499981597,2061.303999973461,0.0
1773237895,10,,Aggregated,1.777778,1.777778,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,25,25,2016.677499981597,2033.3282360062003,2016.677499981597,2061.303999973461,0.0
1773237896,10,,Aggregated,1.777778,1.777778,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,25,25,2016.677499981597,2033.3282360062003,2016.677499981597,2061.303999973461,0.0
1773237897,10,,Aggregated,2.400000,2.400000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,27,27,2016.677499981597,2033.0637222224916,2016.677499981597,2061.303999973461,0.0
1773237898,10,,Aggregated,2.500000,2.500000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,31,31,2016.677499981597,2031.7424741919122,2016.677499981597,2061.303999973461,0.0
1773237899,10,,Aggregated,2.500000,2.500000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,34,34,2015.5763002112508,2030.9211941271583,2015.5763002112508,2061.303999973461,0.0
1773237900,10,,Aggregated,2.400000,2.400000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,36,36,2015.5763002112508,2030.9997750122825,2015.5763002112508,2061.303999973461,0.0
1773237901,10,,Aggregated,2.800000,2.800000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,37,37,2015.5763002112508,2030.8105324432756,2015.5763002112508,2061.303999973461,0.0
1773237902,10,,Aggregated,2.700000,2.700000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,40,40,2015.5763002112508,2031.7697925143875,2015.5763002112508,2061.303999973461,0.0
1773237903,10,,Aggregated,2.300000,2.300000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,44,44,2015.5763002112508,2032.5793181916445,2015.5763002112508,2061.303999973461,0.0
1773237904,10,,Aggregated,2.100000,2.100000,2000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,45,45,2015.5763002112508,2032.6290666798336,2015.5763002112508,2061.303999973461,0.0
1773237905,10,,Aggregated,2.100000,2.100000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,47,47,2015.5763002112508,2033.4259659705801,2015.5763002112508,2061.303999973461,0.0
1773237906,10,,Aggregated,2.600000,2.600000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,48,48,2015.5763002112508,2033.6254937622773,2015.5763002112508,2061.303999973461,0.0
1773237907,10,,Aggregated,2.300000,2.300000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,54,54,2015.5763002112508,2034.4632388980783,2015.5763002112508,2061.303999973461,0.0
1773237908,10,,Aggregated,2.200000,2.200000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,55,55,2015.5763002112508,2034.518850920722,2015.5763002112508,2061.303999973461,0.0
1773237909,10,,Aggregated,2.700000,2.700000,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100,58,58,2011.6888000629842,2033.7650069107847,2011.6888000629842,2061.303999973461,0.0
